none,en-us,hi-in,th-th,zh-cn,zh-hk,vi-vn,id-id,in-telugu,in-marathi,pt-pt,es-es
UI_WorldCup_Introduce1,"<color=#93acd3>During the Qatar World Cup, you can share \n</c><color=#ffdb00>{gold}</color></c><color=#93acd3>using your ticket to participate in the top three World Cup predictions.</color>",,,,,,,,,"<color=#93acd3>Durante a Copa do Mundo do Catar, você pode dividir </c><color=#ffdb00>{gold}</color></c><color=#93acd3>com seu ingresso para participar dos três principais prognósticos da Copa do Mundo.</color>",
UI_WorldCup_Introduce2,<color=#93acd3>Event entry period:</c><color=#FFFFFF>{time}</color>\n<color=#93acd3>Prize Draw:</c><color=#FFFFFF> 2022/12/19   00:00</color>,,,,,,,,,<color=#93acd3>Período de entrada do evento: </c><color=#FFFFFF>{time}</color>\n<color=#93acd3>Sorteio do Prêmio: </c><color=#FFFFFF> 2022/12/19   00:00</color>,
UI_WorldCup_Como,How to get tickets?,,,,,,,,,Como obter ingressos ?,
UI_WorldCup_Mais,More,,,,,,,,,Mais,
UI_WorldCup_Historico,Forecast History,,,,,,,,,Histórico da Previsão,
UI_WorldCup_PrevisaoTop3,Top 3 Forecast,,,,,,,,,Previsão Top 3,
UI_WorldCup_Ingressos_restantes,Remaining tickets,,,,,,,,,Ingressos restantes,
UI_WorldCup_betTop,Pick 3 teams in order,,,,,,,,,Escolha 3 quipes em ordem,
UI_WorldCup_Reselecione,Reselection,,,,,,,,,Reselecione,
UI_WorldCup_Determinacao,Confirme,,,,,,,,,Confirmado,
UI_WorldCup_Resultado,Result,,,,,,,,,Resultado,
UI_WorldCup_Jogador_vencedor,Winning player,,,,,,,,,Jogador vencedor,
UI_WorldCup_Nome_jogador,Player Name,,,,,,,,,Nome do jogador,
UI_WorldCup_Valor_premio,Prize Amount,,,,,,,,,Valor do prêmio,
UI_WorldCup_Apostas_vencedoras,Winning Bets,,,,,,,,,Ganhar apostas,
UI_WorldCup_1st,1st,,,,,,,,,1st,
UI_WorldCup_2nd,2nd,,,,,,,,,2nd,
UI_WorldCup_3rd,3rd,,,,,,,,,3rd,
UI_WorldCup_no_draw,FIFA World Cup no draw,,,,,,,,,Copa do Mundo FIFA sem empate,
UI_WorldCup_success,Success,,,,,,,,,Sucesso,
UI_WorldCup_ActiveTip,Log in with your mobile phone to participate in this event,,,,,,,,,Faça login com seu celular para participar deste evento,
UI_WorldCup_Final_result,Final Result,,,,,,,,,Resultado final ,
UI_WorldCup_No_Date,No Date,,,,,,,,,Sem data,
UI_WorldCup_NumberWinningBets,Total Winning Bets,,,,,,,,,Apostas vencedoras totais,
UI_WorldCup_NumberWinners,Total Winning Persons,,,,,,,,,Pessoas Vencedoras Totais,
UI_WorldCup_SelectHint,You need to select 3 countries,,,,,,,,,Você precisa selecionar 3 países,
UI_Game700_Draw,NO.,,,,,,,,,NO.,
UI_Game700_ForSale,For sale,,,,,,,,,À venda,
UI_Game700_Coming,Coming Result,,,,,,,,,Resultado próximo,
UI_Game700_Game,Game,,,,,,,,,Jogos,
UI_Game700_Road,Road,,,,,,,,,Estrada,
UI_Game700_Long,Long queue,,,,,,,,,Fila longa,
UI_Game700_Section,Section Time,,,,,,,,,Hora da Seção,
UI_Game700_Min,min,,,,,,,,,min,
UI_Game700_BetType,Bet Type,,,,,,,,,Tipo de Aposta,
UI_Game700_Sum,Sum,,,,,,,,,Soma,
UI_Game700_Duple,Duple,,,,,,,,,Duplo,
UI_Game700_Triple,Triple,,,,,,,,,Tripla,
UI_Game700_Optional,Optional,,,,,,,,,Opcional,
UI_Game700_Big,Big,,,,,,,,,Grande,
UI_Game700_Small,Small,,,,,,,,,Pequeno,
UI_Game700_Odd,Odd,,,,,,,,,Ímpar,
UI_Game700_Even,Even,,,,,,,,,Par,
UI_Game700_Betting,Betting on big or small,,,,,,,,,Apostar em grande ou pequeno,
UI_Game700_Betting_2,Betting on odd or even,,,,,,,,,Apostar no par ou ímpar,
UI_Game700_Dice,Dice value Sum,,,,,,,,,Soma do valor dos dados,
UI_Game700_Choose,Same No.,,,,,,,,,Mesmo nº,
UI_Game700_3rd,Different  No.,,,,,,,,,Nº diferente,
UI_Game700_selection,Triple: choose 3 same dices,,,,,,,,,Tripla : escolha 3 dados iguais,
UI_Game700_Winning,Any Triple: 3 dices dots are the same.,,,,,,,,,Qualquer Triplo: 3 pontos de dados são os mesmos.,
UI_Game700_Choosing,Choosing 1-3 dice for betting,,,,,,,,,Escolhendo 1-3 dados para apostar,
UI_Game700_Choos,Choosing,,,,,,,,,Escolhendo,
UI_Game700_dice_,Dice,,,,,,,,,Dados,
UI_Game700_Bet,Bet,,,,,,,,,Aposta,
UI_Game700_Clear,Clear,,,,,,,,,Claro,
UI_Game700_Recent,Recent,,,,,,,,,Recente,
UI_Game700_Cart,Cart,,,,,,,,,Carrinho,
UI_Game700_Add,Add,,,,,,,,,Adicionar,
UI_Game700_Unsettled,Unsettled,,,,,,,,,Instável,
UI_Game700_settled,settled,,,,,,,,,Assentou,
UI_Game700_BetAmount,Bet Amount:,,,,,,,,,Valor da aposta:,
UI_Game700_Waiting,Waiting,,,,,,,,,Espera,
UI_Game700_NoUnsettledBetting,No unsettled orders,,,,,,,,,Nenhuma aposta não liquidada,
UI_Game700_NoSettledBetting,No settled orders,,,,,,,,,Nenhuma aposta resolvida,
UI_Game700_NoWon,Lose,,,,,,,,,Não ganhou,
UI_Game700_Won,Win,,,,,,,,,Ganhou,
UI_Game700_Total,Total,,,,,,,,,Total,
UI_Game700_betSum," bet, Total ",,,,,,,,," Aposta,Soma ",
UI_Game700_Balance,Bal.,,,,,,,,,Saldo: ,
UI_Game700_NoLayout,No. Layout,,,,,,,,,Disposição,
UI_Game700_WinningNo,Winning No.,,,,,,,,,N.º vencedor,
UI_Game700_Occurrence,Occurrence,,,,,,,,,Ocorrência,
UI_Game700_MeantimeActualOccurrences,Meantime Actual Occurrences,,,,,,,,,Ocorrências reais entretanto,
UI_Game700_AverageLack,Average lack,,,,,,,,,Falta média,
UI_Game700_Meantime,Meantime Average Missing Value,,,,,,,,,इस बीच औसत गुम मान,
UI_Game700_Formula,Formula: Average Missing Value = (Total Draws - PreDrawNo) / PreDrawNo,,,,,,,,,Fórmula: Valor médio ausente = (Total de empates - Pré-SorteNão) / Pré-SorteNão,
UI_Game700_PS,PS: Solutions decimals are rounded.,,,,,,,,,PS: Os decimais das soluções são arredondados.,
UI_Game700_MaxLack,Max lack,,,,,,,,,Falta máxima,
UI_Game700_MeantimeMax,Meantime Max Missing Value,,,,,,,,,Valor máximo ausente médio,
UI_Game700_MaxRow,Max row,,,,,,,,,Linha máxima,
UI_Game700_MeantimeContinuation,Meantime Max Continuation Value,,,,,,,,,Valor Máximo de Continuação Enquanto isso,
UI_Game700_Lack,Lack,,,,,,,,,Falta,
UI_Game700_LackMark,Lack mark,,,,,,,,,Marca de falta,
UI_Game700_Last,Last,,,,,,,,,Último,
UI_Game700_RecentDraw,Recent draw,,,,,,,,,Sorteio recente,
UI_Game700_Form,Form,,,,,,,,,Forma,
UI_Game700_BigSmall,Big/Small,,,,,,,,,Big/Small,
UI_Game700_OddEven,Odd/Even,,,,,,,,,Odd/Even,
UI_Game700_unTriple,Three No.,,,,,,,,,Três,
UI_Game700_consecutive,3 Row,,,,,,,,,3 linhas,
UI_Game700_ValueType,Value type,,,,,,,,,Tipo de valor,
UI_Game700_SmallSum,Big/Small-Sum,,,,,,,,,Grande/Pequena-Soma,
UI_Game700_EvenSum,Odd/Even-Sum,,,,,,,,,Ímpar/Par-Soma,
UI_Game700_EvenSumEven,Odd/Even-Sum,,,,,,,,,Ímpar/Par-Soma,
UI_Game700_Row,Row,,,,,,,,,Linha,
UI_Game700_For,For ,,,,,,,,,Por ,
UI_Game700_Double,Double,,,,,,,,,Duplo,
UI_Game700_Pick,Pick,,,,,,,,,Escolha,
UI_Game700_Draw_1,draw,,,,,,,,,desenhar,
UI_Game700_BetConfirm,Bet confirm,,,,,,,,,Confirmar aposta,
UI_Game700_EstimatedWinning,Estimated winning:,,,,,,,,,Vitória estimada:,
UI_Game700_pressing,"The section time can be altered by pressing here. Four sections time are 1 min, 3 min, 5 min & 10 min.",,,,,,,,,"O tempo da seção pode ser alterado pressionando aqui. O tempo de quatro seções é de 1 min, 3 min, 5 min e 10 min.",
UI_Game700_drawing,The drawing of each section is separated without influence.,,,,,,,,,O desenho de cada seção é separado sem influência.,
UI_Game700_altered,"The betting type can be altered by pressing here. The betting types are sum, duple, triple & optional.",,,,,,,,,"O tipo de aposta pode ser alterado pressionando aqui. Os tipos de apostas são soma, dupla, tripla e opcional.",
UI_Game700_Select,"Select the betting type and the dice value, and done with your betting, then all you need is waiting for the result.",,,,,,,,,"Selecione o tipo de aposta e o valor do dado, e faça suas apostas, então é só aguardar o resultado.",
UI_Game700_Gambling,Gambling Rules,,,,,,,,,Regras de jogos de azar,
UI_Game700_ruleTitle1,1、Sum Value:,,,,,,,,,1、Valor da Soma:,
UI_Game700_rule1,"Select the betting number; if the value matches the winning dice value, then you win the prize.e.g.: Winning dice value 1, 2 & 6, your betting number is 9, and you win the prize.",,,,,,,,,"Selecione o número de aposta; se o valor corresponder ao valor do dado vencedor, você ganha o prêmio. Por exemplo: Valor do dado vencedor 1, 2 e 6, seu número de aposta é 9 e você ganha o prêmio.",
UI_Game700_ruleTitle2,2、Big/Small:,,,,,,,,,2、Grande/Pequeno:,
UI_Game700_rule2,"If the sum of dice value is greater than or equal to 11, the value is defined big; if the value is less than or equal to 10, the value is defined small.",,,,,,,,,"Se a soma do valor dos dados for maior ou igual a 11, o valor é definido como grande; se o valor for menor ou igual a 10, o valor é definido como pequeno.",
UI_Game700_ruleTitle3,3、Odd/Even:,,,,,,,,,3、Ímpar/Par:,
UI_Game700_rule3,"Divide 2 into winning dice value, if the remainder is 1, then the sum value is odd; if the remainder is 0, then the sum value is even.",,,,,,,,,"Divida 2 no valor do dado vencedor, se o resto for 1, então o valor da soma é ímpar; se o resto for 0, então o valor da soma é par.",
UI_Game700_ruleTitle4,4、Duple:,,,,,,,,,4、Duplo:,
UI_Game700_rule4,"If you are betting on two dice with the same dot(s) and any two winning dice match your betting dot(s), then you win the prize. If you are betting on two dice with the same dot(s) and the third optional dice, you can only win the prize when all three dice match your betting dot(s).e.g.: winning dices are 2, 4 & 2, your betting numbers are 2 & 2, and then you win the prize.e.g.: winning dices are 3, 3 & 1, your betting numbers are 1, 3 & 3, and then you win the prize.",,,,,,,,,"Se você estiver apostando em dois dados com o(s) mesmo(s) ponto(s) e quaisquer dois dados vencedores corresponderem ao(s) seu(s) ponto(s) de aposta, você ganha o prêmio. Se você apostar em dois dados com o(s) mesmo(s) ponto(s) e o terceiro dado opcional, você só poderá ganhar o prêmio quando todos os três dados corresponderem ao(s) seu(s) ponto(s) de aposta. Por exemplo: os dados vencedores são 2, 4 e 2, seu os números de apostas são 2 e 2 e você ganha o prêmio. Por exemplo: os dados vencedores são 3, 3 e 1, seus números de apostas são 1, 3 e 3 e você ganha o prêmio.",
UI_Game700_ruleTitle5,5、Triple:,,,,,,,,,5、Triplo:,
UI_Game700_rule5,"You can choose the same value for 3 dices, if the winning dices are the same, and then you win the prize. You can also bet the winning dice dots are the same to each other.e.g.: winning dice values are 3, 3 & 3, your betting numbers are 3, 3 & 3, and then you win the prize.e.g.: winning dice values are 1, 1 & 1, your betting numbers are 3, 3 & 3, and you don’t won the prize.e.g.: winning dice values are 1, 1 & 1, your betting numbers are ? ? ?, and then you win the prize.",,,,,,,,,"Você pode escolher o mesmo valor para 3 dados, se os dados vencedores forem iguais, e então você ganha o prêmio. Você também pode apostar que os pontos dos dados vencedores são os mesmos. Por exemplo: os valores dos dados vencedores são 3, 3 e 3, seus números de aposta são 3, 3 e 3 e, em seguida, você ganha o prêmio. Por exemplo: os valores dos dados vencedores são 1, 1 e 1, seus números de aposta são 3, 3 e 3 e você não ganhou o prêmio. Por exemplo: os valores dos dados vencedores são 1, 1 e 1, seus números de aposta são ? ? ?, e então você ganha o prêmio.",
UI_Game700_ruleTitle6,6、Optional:,,,,,,,,,6、Opcional:,
UI_Game700_rule6,"You can bet 1 or 2 dice values from 6 dices, if your betting number is included in the winning dice, and you win the prize. You can also choose 3 dice values for betting, if the value matches the winning dices, and you win the prize.e.g.: winning dice values are 1, 4 & 2, your betting number is 1, and you win the prize.e.g.: winning dice values are 1, 4 & 2, your betting numbers are 1 & 2, and you win the prize.e.g.: winning dice values are 1, 4 & 2, your betting numbers are 1, 2 & 4, and you win the prize.",,,,,,,,,"Você pode apostar 1 ou 2 valores de dados de 6 dados, se o seu número de aposta estiver incluído no dado vencedor, e você ganha o prêmio. Você também pode escolher 3 valores de dados para apostar, se o valor corresponder aos dados vencedores e você ganhar o prêmio. Por exemplo: os valores dos dados vencedores são 1, 4 e 2, seu número de aposta é 1 e você ganha o prêmio. Por exemplo: os valores dos dados vencedores são 1, 4 e 2, seus números de apostas são 1 e 2 e você ganha o prêmio. Por exemplo: os valores dos dados vencedores são 1, 4 e 2, seus números de apostas são 1, 2 e 4 e você ganha o prêmio.",
UI_Game700_help_1,"1、Total\n①Select 1 value. Sum of winning No. same, as win.\n E.g. Winning No. 1, 1, 1; Bet[3], as win.",,,,,,,,,"1、Total①Selecione 1 valor. Soma de N.º vencedor mesmo, como vitória.\n Por exemplo. Vencedor nº 1, 1, 1; Aposte[3], como vitória.",
UI_Game700_help_2,"1、Total\n②Big/Small:Sum of ≥ 11 as ""Big""; ≤ 10 as ""Small.""",,,,,,,,,"1、Total②Grande/Pequeno:Soma de ≥ 11 como Grande; ≤ 10 como ""Pequeno"".",
UI_Game700_help_3,"1、Total\n③Odd/Even:  unit digit 1,3,5,7,9 as ""Odd""; unit digit 0,2,4,6,8 as ""Even.""",,,,,,,,,"1、Total③Par/Ímpar: dígito da unidade 1、3、5、7、9 como Ímpar""; dígito da unidade 0、2、4、6、8 como ""Par"".""",
UI_Game700_help_4,"2、Double\n①Select 1 Same No. form 1bet. Selected Same No. occur 2x or more in winning No., as win. \n E.g. Winning No. 1,2,1; Bet [1 1 ALL], as win.",,,,,,,,,"2、Duplo①Selecione 1 Mesmo nº form 1bet. O mesmo número selecionado ocorre 2x ou mais em número vencedor, como vitória.\n Por exemplo. Vencedor nº 1,2,1; Aposte [1 1 ALL], como vitória.",
UI_Game700_help_5,"2、Double\n②Select 1 non repeat No. from same and different No., form 1bet. Selected and winning No. same, as win.\n E.g. Winning No. 1,2,1; Bet [1 1 2], as win.",,,,,,,,,"2、Duplo②Selecione 1 número não repetido do mesmo e diferente número, formulário 1bet. Selecionado e vencedor Não. mesmo, como vitória.\n Por exemplo. Vencedor nº 1,2,1; Aposte [1 1 2], como vitória.",
UI_Game700_help_6,"3、Triple\n①Triple:Select 1 combo as 1bet. Selected and winning No. same, as win.\n E.g. Winning No. 1,1,1; Bet[111], as win.",,,,,,,,,"3、Tripla  ①Triple: Selecione 1 combo como 1bet. Selecionado e N.º vencedor  mesmo, como vitória.\n Por exemplo. Vencedor nº 1,1,1; Aposte[111], como vitória.",
UI_Game700_help_7,"3、Triple\n②Any Triple: 3 winning No. same, as win.",,,,,,,,,"3、Tripla  ②Qualquer Triplo: 3 vitórias Não. o mesmo, como vitória.",
UI_Game700_help_8,"4、Pick\n①Select 1 No.  or 2 No. form 1bet. Winning No. include selected, as win.\n E.g. winning No.1, 1, 3; Bet [1], as win.\n E.g. winning No.1, 1, 3; Bet [1 3], as win.",,,,,,,,,"4、Escolha①Selecione 1 No. ou 2 No. form 1bet. Número vencedor inclui selecionado, como vitória.\n Por exemplo. Vencedor nº 1, 1, 3; Aposte [1], como vitória.\n Por exemplo. Vencedor nº 1, 1, 3; Aposte [1 3], como vitória.",
UI_Game700_help_9,"4、Pick\n②Select 3 No. form 1bet. Selected and winning No. same, as win.\n E.g. winning No.1, 3, 2; Bet [1 2 3], as win.",,,,,,,,,"4、Escolha②Selecione 3 No. form 1bet. Selecionado e vencedor Não. mesmo, como vitória.\nPor exemplo. Vencedor nº 1, 3, 2; Aposte [1 2 3], como vitória.",
UI_Game700_3Dice,"You have selected 3 dice, and you can only select a maximum of 3 dice.",,,,,,,,,Você selecionou 3 dados e só pode selecionar no máximo 3 dados.,
UI_Game700_NoOrders,No orders,,,,,,,,,Sem pedidos,
UI_Game700_Sem,Sem boletim de apostas,,,,,,,,,Sem boletim de apostas,
UI_Game700_Kong,There are no 4 draw long queue,,,,,,,,,Não há fila longa de 4 empates,
UI_Game760_All_Dates,All Dates,,,,,,,,,Todas As Datas,
UI_Game760_Single_win,Single win,,,,,,,,,Vitória única,
UI_Game760_Draw,Draw,,,,,,,,,Empate,
UI_Game760_Total_score,Total score,,,,,,,,,Pontuação total,
UI_Game760_Over,Over,,,,,,,,,Over,
UI_Game760_Under,Under,,,,,,,,,Debaixo,
UI_Game760_Betslip,Betslip,,,,,,,,,Boletim apostas,
UI_Game760_Total_odds,Total odds,,,,,,,,,Total probabilidades,
UI_Game760_Total_bet,Total bet,,,,,,,,,Aposta Total,
UI_Game760_Possible_bonus,Possible bonus,,,,,,,,,Bônus possível,
UI_Game760_Clear_Betslip,Clear Betslip,,,,,,,,,Limpar Boletim Apostas,
UI_Game760_PLACE_BET,PLACE BET,,,,,,,,,FAZER APOSTA,
UI_Game760_Successful_bet,Successful bet,,,,,,,,,Aposta acertada,
UI_Game760_Max,Max,,,,,,,,,Máx,
UI_Game760_The_game,You cannot bet after the game has begun. Please choose other games to play.,,,,,,,,,Você não pode apostar depois que o jogo começou. Escolha outros jogos para jogar.,
UI_Game760_Odds_have_changed,"The odds have changed, please place a new bet.",,,,,,,,,"As probabilidades mudaram, faça uma nova aposta.",
UI_Game760_The_bet,"The amount on the betting slips exceeds the limit, please place a new bet.",,,,,,,,,"O valor dos boletins de apostas excede o limite, faça uma nova aposta.",
UI_Game760_cannot_bet,"The betting item has been closed, and you cannot bet on it.",,,,,,,,,O item de aposta foi fechado e você não pode apostar nele.,
UI_Game760_Unsettlement,Unsettlement,,,,,,,,,Desacordo,
UI_Game760_Settled,Settled,,,,,,,,,Assentou,
UI_Game760_Copy_successfully,Copy successfully,,,,,,,,,Copie com sucesso,
UI_Game760_Order_amount,Order amount:,,,,,,,,,Aposta:,
UI_Game760_POTENTIAL_WIN,POTENTIAL WIN：,,,,,,,,,Ganhar:,
UI_Game760_State,State:,,,,,,,,,Estado:,
UI_Game760_Congratulations,Congratulations! You’re winning.,,,,,,,,,Parabéns! Você está ganhando.,
UI_Game760_sports,You won {gold} in the sports,,,,,,,,,Você ganhou {gold} nos esportes,
UI_Game760_balance,Gold coin balance+{gold},,,,,,,,,Saldo de moeda de ouro+{gold},
UI_Game760_sure,Are you sure you want to submit this bet?,,,,,,,,,Tem certeza de que deseja enviar esta aposta?,
UI_Game760_Cup,Matches,,,,,,,,,jogos,
UI_Game760_Champion,Outrights,,,,,,,,,Vencedores,
UI_Game760_Winner,Winner,,,,,,,,,vencedor,
UI_Game760_place_2,2nd place,,,,,,,,,2º lugar,
UI_Game760_place_3,3nd place,,,,,,,,,3º lugar,
UI_Game760_place_4,4nd place,,,,,,,,,4º lugar,
UI_Game760_others,others,,,,,,,,,outros,
UI_Game760_correct,correct score,,,,,,,,,otal de gols,
UI_Game850_DrawingSoon,Drawing Soon,,,,,,,,,Desenho em breve,
UI_Game850_Fastest,Fastest,,,,,,,,,O mais rápido,
UI_Game850_Faster,Faster,,,,,,,,,Mais rápido,
UI_Game850_Standard,Standard,,,,,,,,,Padrão,
UI_Game850_Green,Green,,,,,,,,,Verde,
UI_Game850_Red,Red,,,,,,,,,Vermelho,
UI_Game850_Purple,Violet,,,,,,,,,Roxo,
UI_Game850_ColorGroup,{color_1}&{color_2},,,,,,,,,{color_1}&{color_2},
UI_Game850_Odd,Odd,,,,,,,,,Împar,
UI_Game850_Even,Even,,,,,,,,,Par,
UI_Game850_Big,Big,,,,,,,,,Grande,
UI_Game850_Small,Small,,,,,,,,,Pequeno,
UI_Game850_ChartTrend,Chart trend,,,,,,,,,Tendência do gráfico,
UI_Game850_BestAssistant,Best Assistant(Last 100 Rounds),,,,,,,,,Melhor assistente (Últimas 100 rodadas),
UI_Game850_Missing,Missing,,,,,,,,,Em falta,
UI_Game850_AvgMissing,Avg Missing,,,,,,,,,Média em falta,
UI_Game850_Frequency,Frequency,,,,,,,,,Frequência,
UI_Game850_MaxContinued,Max Continued,,,,,,,,,Máximo Continuado,
UI_Game850_Record,Record,,,,,,,,,Registro,
UI_Game850_Period,Period,,,,,,,,,Período,
UI_Game850_Number,Number,,,,,,,,,Número,
UI_Game850_Color,Color,,,,,,,,,Cor,
UI_Game850_BigSmall,Big/Small,,,,,,,,,Grande/Pequena,
UI_Game850_OddEven,Odd/Even,,,,,,,,,Împar/Par,
UI_Game850_MyRecord,MyRecord,,,,,,,,,MeuRegistro,
UI_Game850_BetAmount,Bet amount：,,,,,,,,,Valor da aposta:,
UI_Game850_BetContent,Bet content：,,,,,,,,,Sua aposta：,
UI_Game850_WaitingForLottery,Waiting for lottery,,,,,,,,,Esperando a loteria,
UI_Game850_Win,Win：,,,,,,,,,Ganhou：,
UI_Game850_Lose,Lose,,,,,,,,,Perder,
UI_Game850_Result,Result：,,,,,,,,,Resultado：,
UI_Game850_Choose,Choose,,,,,,,,,Escolher,
UI_Game850_Buy,The winnings are ,,,,,,,,,Os ganhos são ,
UI_Game850_Balance,Balance：,,,,,,,,,Equilíbrio:,
UI_Game850_Bet,Bet,,,,,,,,,APOSTA,
UI_Game850_Lottery,Lottery,,,,,,,,,Loteria,
UI_Game850_NoData,No Data,,,,,,,,,Sem dados,
UI_Game850_Scroll,Scroll this page to check more information.,,,,,,,,,Role esta página para conferir mais informações.,
UI_Game850_Help_1,"1. Here you can switch between different rooms, they only have different draw time intervals.",,,,,,,,,"1. Aqui você pode alternar entre salas diferentes, elas só têm intervalos de tempo de sorteio diferentes.",
UI_Game850_Help_2,"2. Here is the color betting area. If the color represented by the lottery number is the same as your guess, you will win the prize.",,,,,,,,,"2. Aqui está a área de apostas de cores. Se a cor representada pelo número da loteria for igual ao seu palpite, você ganhará o prêmio.",
UI_Game850_Help_3,"3. This is the number betting area. If the lottery number is the same as your guess, you will win the prize.",,,,,,,,,"3. Esta é a área de apostas numéricas. Se o número da loteria for igual ao seu palpite, você ganhará o prêmio.",
UI_Game850_Help_4,"4、Here is the size, odd and even betting area.\n ①Numbers of ≥ 5 as ""Big""; ≤ 4 as ""Small.""\n ②1, 3, 5, 7, 9 as ""Odd"";0, 2, 4, 6, 8 as ""Even.""",,,,,,,,,"4、Aqui está o tamanho, a área de apostas ímpares e pares.\n ①Números de ≥ 5 como ""Grande""; ≤ 4 como ""Pequeno"".②1, 3, 5, 7, 9 como ""Ímpar""; 0, 2, 4, 6, 8 como ""Par"".",
UI_Support_EnterYourproblem,enter your problems here,,,,,,,,,insira seus problemas aqui,
UI_Support_HelloPlease,Hello! Please click on the type of problem you are experiencing,,,,,,,,,"Olá!Por favor, clique no tipo de problema que você está enfrentando.",
UI_Support_QuestionDetails,Question details,,,,,,,,,Detalhes da pergunta,
UI_Support_ThisIsNotThe,"This is not the answer I want, contact customer service.",,,,,,,,,Entre em contato com o atendimento ao cliente humano.,
UI_Switch,Switch,,,,,,,,,Switch,
UI_Support_SearchResults,Search results,,,,,,,,,Procurar Resultados,
UI_Support_PleaseEnteryour,Please  enter your problems,,,,,,,,,"Por favor, insira seus problemas",
UI_gameHintTip,Maintenance Period is from {st_time} To {end_time},,,,,,,,,Período de manutenção é de {st_time} Para {end_time},
UI_Support_HelpHint,"If you have any other questions, please contact customer service",,,,,,,,,"Se você tiver quaisquer outras perguntas, entre em contato com o serviço ao cliente",
UI_BetBonus_Record,RECORD,,,,,,,,,Registro,
UI_BetBonus_tit1,Bet bonus,,,,,,,,,Bônus de aposta,
UI_BetBonus_Receiving_records,Receiving records,,,,,,,,,Recebendo registros,
UI_Withdrawal_instructions,Withdrawal instructions,,,,,,,,,Instruções de retirada,
UI_To_recharge,To recharge,,,,,,,,,Para recarregar,
UI_SoldOut,Sold Out,,,,,,,,,Sold Out,
UI_Come_again_tomorrow,Come again tomorrow,,,,,,,,,Volte amanhã,
UI_Rechargetip1,Please select the recharge amount,,,,,,,,,Please select the recharge amount,
UI_Rechargetip2,Event has ended,,,,,,,,,Event has ended,
UI_LastHand,Last Hand,,,,,,,,,Last Hand,
UI_ScoreBoard,Score Board,,,,,,,,,Score Board,
UI_RoomList1,Type Selection,,,,,,,,,Selecção de Tipo,
UI_RoomList2,Point Value,,,,,,,,,Valor do Ponto,
UI_RoomList_Match,Match,,,,,,,,,Corresponder,
UI_RoomList_MatchTotalPonit,Total Point,,,,,,,,,Total Point,
UI_RoomList_MatchLeave,"Leaving the game will be judged to lose,and the bet amount will be lost.Are you sure to leave?",,,,,,,,,"Leaving the game will be judged to lose,and the bet amount will be lost.Are you sure to leave?",
UI_RoomList_MatchTip,You have been eliminated from the game.,,,,,,,,,You have been eliminated from the game.,
UI_RoomList_Single,Single,,,,,,,,,Solteiro,
UI_RoomList_101Pool,101 Pool,,,,,,,,,101 Pool,
UI_RoomList_201Pool,201 Pool,,,,,,,,,201 Pool,
UI_RoomList_Bestof2,Best of 2,,,,,,,,,Best of 2,
UI_RoomList_Bestof3,Best of 3,,,,,,,,,Best of 3,
UI_RoomList_MinEntry,Entry,,,,,,,,,Entrada,
UI_RoomList_PointValue,Point Value,,,,,,,,,Valor do Ponto,
UI_Ready,Ready,,,,,,,,,Preparar,
UI_Leave,Leave,,,,,,,,,Leave,
UI_RoundNo,Round No.,,,,,,,,,Round No.,
UI_Rummy_Cards,Cards,,,,,,,,,Cards,
UI_Tatal,Tatal,,,,,,,,,Tatal,
UI_CancelHosting,Cancel Hosting,,,,,,,,,Cancelar hospedagem,
UI_Rummy_Tips,Matching with other players,,,,,,,,,Concordar com outros jogadores,
UI_SicBo_Gold,"lnsufficient gold coins, please recharge!",,,,,,,,,"Moedas de ouro insuficientes, por favor, recarregue!",
UI_SicBo_Bet,BET,,,,,,,,,APOSTA,
UI_SicBo_History0,TRIPLE,,,,,,,,,TRIPLE,
UI_SicBo_History1,SMALL,,,,,,,,,Pequeno,
UI_SicBo_History2,BIG,,,,,,,,,BIG,
UI_SicBo_History3,Record,,,,,,,,,Gravar,
UI_SicBo_History4,NEW,,,,,,,,,NOVO,
UI_Plinko_Layers,LAYERS,,,,,,,,,CAMADAS,
UI_Plinko_AUTO,Auto,,,,,,,,,Auto,
UI_Plinko_HelpHInt1, Select the difficulty (color) of the game and place a bet. The difficulty (color) determines the odds of marbles falling into the grid.,,,,,,,,,Selecione a dificuldade (cor) do jogo e faça uma aposta. A dificuldade (cor) determina as chances de as bolinhas caírem na grade.,
UI_Plinko_HelpHInt2,Players will be rewarded according to the odds of marbles falling into the grid.,,,,,,,,,Os jogadores serão recompensados de acordo com as chances de as bolinhas caírem na grade.,
UI_Plinko_Enter,Enter,,,,,,,,,Digitar,
UI_Store_WithBonus,With bonus,,,,,,,,,Com bônus,
UI_Game840_Payout,Payout,,,,,,,,,Pagamento,
UI_Game840_Chance,Chance,,,,,,,,,Chance,
UI_Game840_Min,Min,,,,,,,,,Mín,
UI_Game840_MyRecords,My Records,,,,,,,,,Meus Registros,
UI_Game840_LotteryResults,Result:,,,,,,,,,Resultado:,
UI_Game840_help1,"1.Please hit “BET” key to place a bet after the betting amount is inputted.
2.You will be given 5 diamonds randomly.",,,,,,,,,"1.Pressione a tecla “APOSTA” para fazer uma aposta depois que o valor da aposta for inserido.
2.Você receberá 5 diamantes aleatoriamente",
