none,en-us,hi-in,th-th,zh-cn,zh-hk,vi-vn,id-id,in-telugu,in-marathi,pt-pt,es_co
UI_Truco_Exit,"Your teammate applied to quit the game, do you agree?",,,,,,,,,"Seu companheiro de equipe pediu para sair do jogo, você concorda?","Tu compañero de equipo solicitó abandonar el juego, ¿estás de acuerdo?"
UI_Truco_sposta,Bet,,,,,,,,,aposta,apostar
UI_Truco_bet,Truco,,,,,,,,,Truco,Truco
UI_Truco_Aceitar,Accept,,,,,,,,,Aceitar,aceptar
UI_Truco_AumentarP6,Increase P6,,,,,,,,,Aumentar  P6,Increase P6
UI_Truco_Correr,Drop,,,,,,,,,Dobrar,soltar 
UI_Truco_Surrender_Error,"You have already applied to quit the game, and you need to wait 3 minutes before you can apply again",,,,,,,,,"Você já se inscreveu para sair do jogo, precisa se inscrever novamente após 3 minutos",Ya solicitó salir del juego y debe esperar 3 minutos antes de poder volver a solicitarlo.
UI_Truco_Surrender,Your teammates refuse to surrender,,,,,,,,,Seus companheiros de equipe se recusam a se render,Tus compañeros se niegan a rendirse
UI_Truco_Surrender2,Are you sure to apply to quit the game?\nYou can exit the game only after your teammates agree,,,,,,,,,Tem certeza de que deseja sair do jogo?\nVocê pode sair do jogo somente depois que seus colegas de equipe concordarem,¿Estás seguro de solicitar salir del juego?\nPuedes salir del juego solo después de que tus compañeros de equipo estén de acuerdo.
UI_Truco_help1,Press and hold to hide,,,,,,,,,Pressione esegure para esconder,Mantenga presionado para ocultar
UI_Truco_help2,LOWER,,,,,,,,,MAIS BAIXO,más bajo 
UI_Truco_help3,VERY HIGH,,,,,,,,,ALTÍSSIMA,MUY ALTO
UI_Truco_help4,"At the beginning of each round, 1 card is placed face up on the table. (This card will define the ""Flip"" that will be the next card in the order described above.)",,,,,,,,,"No inicio de cada rodada, 1 carta colocada virada para cima na mesa.(Este cartao definira o ""Vira"" que ser ocartao seguinte conforme a ordem descrita anteriormente.)","Al comienzo de cada ronda, se coloca 1 carta boca arriba sobre la mesa. (Esta tarjeta definirá el ""Flip"" que será la próxima tarjeta en el orden descrito anteriormente)."
UI_Truco_help5,"At the start of each round, 3 cards are dealt to each player. -Each player plays a card in hand. The player with the highest card will win that hand and discard first in the next hand.",,,,,,,,,"No inicio de cada rodada, 3 cartas são distribuídas para cada jogador. -Cada jogador jogar uma carta na suavez.O jogador com a carta mais altaganhara essa mao e descartara primeiro na mao seguinte.","Al comienzo de cada ronda, se reparten 3 cartas a cada jugador. -Cada jugador juega una carta en la mano. El jugador con la carta más alta ganará esa mano y descartará primero en la siguiente mano."
UI_Truco_help6,"-The first park to get two hands, wins the round. If there is a tie for 3 hands in a row, no one scores points.) First pair to get 12 points wins the game.",,,,,,,,,"-O primeiro parque conseguir duas maos,ganha a rodada. Se houver empate em3 maos seguidas, ninguem marca pontos.) primeiro par que conseguir 12 pontos,ganha o jogo.","-El primer parque en obtener dos manos, gana la ronda. Si hay un empate en 3 manos seguidas, nadie anota puntos). La primera pareja en obtener 12 puntos gana el juego."
UI_Truco_help7,"It is said ""hand of 11"" when one of the pairs already has 11 points.",,,,,,,,,"Diz-se ""mao de 11"" quando um dos pares ja tem 11 pontos. O par que tem11 pontos pode ver as cartas doparceiro e decidir se joga a rodada ounao.","Se dice ""mano de 11"" cuando una de las parejas ya tiene 11 puntos."
UI_Truco_help8,"If they do not play the round, the opponents win the round and score 1 point. If they agree to play the round and do not win, the opponents earn 3 points. It is said ""iron hand"" if both pairs have 11 points. It is normal to throw a card. The winners of this round will be the winners of the game.",,,,,,,,,"Se nao jogam a rodada, os adversários ganham a rodada e marcam 1 ponto. Seaceitam jogar a rodada e nao vencem,os adversarios ganham 3 pontos. Diz-se""mao de ferro"" se ambas as duplas tiverem 11 pontos.E normal lancar uma carta. Os vencedores desta rodada seraoos vencedores do jogo.","Si no juegan la ronda, los oponentes ganan la ronda y obtienen 1 punto. Si aceptan jugar la ronda y no ganan, los oponentes ganan 3 puntos. Se dice ""mano de hierro"" si ambas parejas tienen 11 puntos. Es normal tirar una carta. Los ganadores de esta ronda serán los ganadores del juego."
UI_Game840_Minimum,Minimum bet amount,,,,,,,,,Valor mínima de aposta,Cantidad mínima de apuesta
UI_Game840_Maximum,Maximum bet amount,,,,,,,,,Valor máximo de aposta,Monto máximo de la apuesta
UI_Game840_MinimumNum,The minimum bet amount is: {S1},,,,,,,,,O valor mínimo da aposta é:{S1},El monto mínimo de la apuesta es: {S1}
UI_Game840_MaximumNum,The maximum bet amount is:{S1},,,,,,,,,O valor máximo da aposta é:{S1},El monto máximo de la apuesta es: {S1}
UI_Wheel_Lottery,SPIN,,,,,,,,,Giro,GIRAR
UI_Wheel_MyRewards,My rewards,,,,,,,,,Minha ficha,Mi recompensa
UI_Wheel_Back,Back to spin,,,,,,,,,Retornar discagem,volver a girar
UI_Game860_help_page1,Choose a country you like according to the national flag.,,,,,,,,,Escolha um país que você gosta de acordo com a bandeira nacional.,Elige un país que te guste según la bandera nacional.
UI_Game860_help_page2,Click the bet button to bet.,,,,,,,,,Clique no botão de aposta para apostar.,Haga clic en el botón de apuesta para apostar.
UI_Game860_help_page3,Select a direction to shoot.,,,,,,,,,Selecione uma direção para atirar.,Seleccione una dirección para disparar.
UI_Game860_help_page4,You can cash in your bonus at any time after a successful shot.,,,,,,,,,Você pode sacar seu bônus a qualquer momento após uma tacada bem-sucedida.,Puede canjear su bono en cualquier momento después de un tiro exitoso.
UI_Game860_Cashout,Cash out,,,,,,,,,Sacar,RETIRO DE EFECTIVO
UI_Game860_NumOfshots,Num of shots,,,,,,,,,Num of shots,Número de disparos
UI_Game860_PleaseShoot,Please Shoot,,,,,,,,,Atire por favor,por favor dispara
UI_Game860_MakeYourChoice,Make your choice,,,,,,,,,Faça a sua escolha,Haz tu elección
UI_Email_ExpiresDay,Expires in {S1} days,,,,,,,,,Expira em {S1} dias,Caduca en {S1} días
UI_Hall_LobbyLabel,Lobby,,,,,,,,,Salão,Vestíbulo
UI_Hall_FavoriteLabel,Favorite,,,,,,,,,Favorito,Favorito
UI_SlotGame_GO,GO,,,,,,,,,IR,ir
UI_Vip_DaysLater,Days later,,,,,,,,,Dias depois,Días después
UI_Vip_USDT_Fee,USDT withdraw fee,,,,,,,,,Taxa de retirada USDT,Tasa de retiro de USDT
UI_Vip_USDT_Daily,USDT daily withdrawals,,,,,,,,,Saques diários USDT,Los retiros diarios del USDT
UI_Vip_USDT_Limit,USDT single withdrawal limit,,,,,,,,,Limite de retirada única USDT,Límite único de retirada de USDT
UI_Vip_USDT_Linit,USDT daily withdrawal limit,,,,,,,,,Limite diário de retirada do USDT,Límite de retiro diario de USDT
UI_PlayerInfo_ServiceAndSupport,Service / support,,,,,,,,,Serviço / suporte,Servicio de ayuda
UI_Support_sendmessage,Send us a message,,,,,,,,,Envie-nos uma mensagem,Mandanos un mensaje
UI_Support_Manual,Manual customer service,,,,,,,,,Atendimento manual ao cliente,Atención al cliente manual
Sc_Error_Youroperationfrequent,Your operation is too frequent.,,,,,,,,,Sua operação é muito frequente.,Your operation is too frequent.
Sc_Successfully_modified,Successfully modified,,,,,,,,,Successfully modified,Modificado con éxito
UI_Daily_quests,DAILY QUESTS,,,,,,,,,Quests diárias,Daily quests
UI_Mission_description,Don't forget to claim bonus by completing daily quests. Daily quests will be reset daily at 00:00.,,,,,,,,,Não se esqueça de reivindicar bônus completando missões diárias. As missões diárias serão redefinidas diariamente às 00:00.,No olvide reclamar la bonificación completando misiones diarias. Las misiones diarias se restablecerán diariamente a las 00:00.
UI_Achievements,ACHIEVEMENTS,,,,,,,,,Realizações,Achievements
UI_SlotGame_ChooseAnother,Choose another payment account,,,,,,,,,Choose another payment account,Choose another payment account
UI_GameBaodian_Network Status,Network Status,,,,,,,,,Status da rede,Estado de red
UI_RealNameAndSurname,Real name and surname,,,,,,,,,Real name and surname,Real name and surname
UI_BankBranch,Bank branch,,,,,,,,,Bank branch,Bank branch
UI_BankInformation,BankInformation,,,,,,,,,BankInformation,BankInformation
UI_ViPay_Bank,Bank,,,,,,,,,Bank,Bank
UI_AccountNumber,Account number,,,,,,,,,Account number,Account number
UI_SlotGame_RechargeAmount,The recharge amount is not less than,,,,,,,,,The recharge amount is not less than,The recharge amount is not less than
UI_Cash_USDT_Encryptedaccount_1,Encrypted account,,,,,,,,,Conta criptografada,Cuenta encriptada
UI_ViPay_MinimumDepositLimit,Minimum deposit limit,,,,,,,,,Minimum deposit limit,Minimum deposit limit
UI_ViPay_Please,Please fill in the deposit amount,,,,,,,,,Please fill in the deposit amount,Please fill in the deposit amount
UI_ViPay_Deposit,Deposit amount must be over,,,,,,,,,Deposit amount must be over,Deposit amount must be over
UI_ViPay_PleaseBank,Please select your bank,,,,,,,,,Please select your bank,Please select your bank
UI_ViPay_InReturn,Deposit amount should be {gold} in return,,,,,,,,,Deposit amount should be {gold} in return,Deposit amount should be {gold} in return
UI_ViPay_Actual,Actual deposit amount：,,,,,,,,,Actual deposit amount：,Actual deposit amount：
UI_ViPay_ProcedureFee,procedure fee：,,,,,,,,,procedure fee：,procedure fee：
UI_ViPay_PleaseAmount,Please enter the amount,,,,,,,,,Please enter the amount,Please enter the amount
UI_ViPay_EGCity,eg: Ho Chi Minh City,,,,,,,,,eg: Ho Chi Minh City,eg: Ho Chi Minh City
UI_ViPay_EGNum,eg: 62271234123412341234,,,,,,,,,eg: 62271234123412341234,eg: 62271234123412341234
UI_ViPay_PayNow,Pay now,,,,,,,,,Pay now,Pay now
UI_ViPay_ChooseAnother,Choose another payment account,,,,,,,,,Choose another payment account,Choose another payment account
UI_ViPay_ERNum,er:TY87s3mFRtm79AnxVfsduNB6C3nY2B1euN,,,,,,,,,er:TY87s3mFRtm79AnxVfsduNB6C3nY2B1euN,er:TY87s3mFRtm79AnxVfsduNB6C3nY2B1euN
UI_Game880_Time,Time,,,,,,,,,Hora,Tiempo tiempo
UI_Game880_BetNumber,BetNumber,,,,,,,,,BetNumber,ApuestaNúmero
UI_Game880_Result,Result,,,,,,,,,Resultado,Resultado
UI_Game880_Bets,Bets,,,,,,,,,Apostas,Apuestas
UI_Game880_Profit,Profit,,,,,,,,,Lucro,Lucro
UI_Game880_NoData,No data,,,,,,,,,Sem dados,Sin datos
UI_Game880_Betting,Betting:,,,,,,,,,Apostando:,Apostando:
UI_Game880_Win,Win:,,,,,,,,,Vencer:,Ganar:
UI_Game880_VictoryTrend,Victory trend,,,,,,,,,Tendência vitória,tendencia de victoria
UI_Game880_PlayerRounds,Player List-Nearly 20 rounds,,,,,,,,,Lista jogadores - quase 20 rodadas,Lista de jugadores: casi 20 rondas
UI_Game880_NearlyRounds,Nearly 20 rounds,,,,,,,,,Quase 20 rodadas,Casi 20 rondas
UI_Game880_NEW,NEW,,,,,,,,,NOVO,NUEVO
UI_Game880_Player,Player,,,,,,,,,Jogador,Jugador
UI_Game880_Banker,Banker,,,,,,,,,Banqueiro,Banquero
UI_Game880_Tie,Tie,,,,,,,,,Gravata,Atar
UI_Game880_PleaseReady,Please wait for next round to start,,,,,,,,,Aguarde o início da próxima rodada,Espere a que comience la próxima ronda
UI_Game880_StartBetting,Start betting,,,,,,,,,Comece a apostar,Empezar a apostar
UI_Game880_StopBetting,Stop betting,,,,,,,,,Pare apostar,Dejar de apostar
UI_Game880_Round,{num}Round,,,,,,,,,{num}Rodada,{num}Redondo
UI_Game880_Help_1,"At the beginning of the game,2 cards will be automatically distributed to the dealer and the player",,,,,,,,,"No início do jogo, 2 cartas serão distribuídas automaticamente para o dealer e o jogador","Al comienzo del juego, se distribuirán automáticamente 2 cartas al crupier y al jugador."
UI_Game880_Help_Tip,"The cards are dealt one by one, the player is dealt first and the banker is dealt after. The total points of the 3 cards are 9 points or the one closest to 9 points is the winner, and no cards will be dealt after 3 cards",,,,,,,,,"As cartas são distribuídas uma a uma, o jogador é distribuído primeiro e o banqueiro é distribuído depois. O total de pontos das 3 cartas é de 9 pontos ou o mais próximo de 9 pontos é o vencedor, e nenhuma carta será distribuída após 3 cartas","Las cartas se reparten una por una, el jugador se reparte primero y el banquero se reparte después. Los puntos totales de las 3 cartas son 9 puntos o el más cercano a 9 puntos es el ganador, y no se repartirán cartas después de 3 cartas."
UI_Game880_HelpWin,Win,,,,,,,,,Vencer,HelpWin
UI_Game880_Help_2,"After the card is drawn,the two sides will start to compare the points,and the side closer to 9 will win",,,,,,,,,"Após a retirada da carta, os dois lados começarão a comparar os pontos, e o lado mais próximo de 9 vencerá",After the card is drawn，the two sides will start to compare the points，and the side closer to 9 will win
UI_Game880_Help_2_1,"J, Q, K, 10 points are 0, other cards are calculated according to the face of the card",,,,,,,,,"J, Q, K, 10 pontos são 0, outras cartas são calculadas de acordo com a face da carta","J, Q, K, 10 pontos são 0, outras cartas são calculadas de acordo com a face da carta"
UI_Game880_Help_2_2,"When the sum of the cards is greater than or equal to 10, only single digits are taken as the final point, and when it is less than 10, the sum is the final point",,,,,,,,,"Quando a soma das cartas for maior ou igual a 10, apenas um dígito é considerado o ponto final, e quando for menor que 10, a soma é o ponto final","Cuando la suma de las cartas es mayor o igual a 10, se toma como punto final solo un dígito, y cuando es menor a 10, la suma es el punto final."
UI_Game880_Help_3_1,Player firstTwo cards,,,,,,,,,Jogador primeiroDuas cartas,Jugador primeroDos cartas
UI_Game880_Help_text_1,Draws card,,,,,,,,,Desenha cartão,Dibuja tarjeta
UI_Game880_Help_text_2,Draws card,,,,,,,,,Desenha cartão,Dibuja tarjeta
UI_Game880_Help_text_3,Draws card,,,,,,,,,Desenha cartão,Dibuja tarjeta
UI_Game880_Help_text_4,Draws card,,,,,,,,,Desenha cartão,Dibuja tarjeta
UI_Game880_Help_text_5,Draws card,,,,,,,,,Desenha cartão,Dibuja tarjeta
UI_Game880_Help_text_6,Draws card,,,,,,,,,Desenha cartão,Dibuja tarjeta
UI_Game880_Help_text_7,No card draw,,,,,,,,,Sem empate,Sin sorteo de cartas
UI_Game880_Help_text_8,No card draw,,,,,,,,,Sem empate,Sin sorteo de cartas
UI_Game880_Help_text_9,Natural,,,,,,,,,Natural,Becuadro
UI_Game880_Help_text_10,Natural,,,,,,,,,Natural,Becuadro
UI_Game880_Help_banker_1,Draws card,,,,,,,,,Desenha cartão,Dibuja tarjeta
UI_Game880_Help_banker_2,Draws card,,,,,,,,,Desenha cartão,Dibuja tarjeta
UI_Game880_Help_banker_3,Draws card,,,,,,,,,Desenha cartão,Dibuja tarjeta
UI_Game880_Help_banker_4,"lf player draws a 8, then no need to draw card",,,,,,,,,"Se o jogador tirar um 8, não há necessidade de comprar a carta","Si el jugador roba un 8, entonces no hay necesidad de robar una carta."
UI_Game880_Help_banker_5,"lf player draws a 0,1,8, or 9,then no need to drawcard",,,,,,,,,"Se o jogador comprar um 0,1,8 ou 9, não será necessário comprar uma carta.","Si el jugador saca un 0, 1, 8 o 9, no es necesario sacar una carta"
UI_Game880_Help_banker_6,"lf player draws a 0,1,8, or 9,then no need to drawcard",,,,,,,,,"Se o jogador comprar um 0,1,2,3,8 ou 9, não será necessário comprar uma carta.","Si el jugador saca un 0, 1, 8 o 9, no es necesario sacar una carta"
UI_Game880_Help_banker_7,"lf player draws a 6 or 7, Draws card",,,,,,,,,"Se o jogador tirar um 6 ou 7, saca a carta","Si el jugador saca un 6 o un 7, roba carta"
UI_Game880_Help_banker_8,No need to draw card,,,,,,,,,Não precisa sacar cartão,No es necesario sacar carta
UI_Game880_Help_banker_9,Natural,,,,,,,,,Natural,Becuadro
UI_Game880_Help_banker_10,Natural,,,,,,,,,Natural,Becuadro
UI_Game880_Help_Tip_2,The dealer and the player will judge whether to draw cards according to the table above,,,,,,,,,O dealer e o jogador julgarão se devem tirar cartas de acordo com a tabela acima,El crupier y el jugador decidirán si robar cartas de acuerdo con la tabla anterior.
UI_Game880_NoBet,Betting is prohibited at the closing stage,,,,,,,,,As apostas são proibidas durante a fase final,Prohibido apostar durante la fase final
UI_Game880_balance,Balance,,,,,,,,,Equilíbrio,Balance
UI_Game890_Name,PENALTY,,,,,,,,,PENA,MULTA
UI_Game890_Bonus,Bonus,,,,,,,,,Bónus,Primo
UI_Game890_Bet,Bet,,,,,,,,,Aposto,Pero
UI_Game890_TakeWin,CashOut,,,,,,,,,EmDinheiro,Retiro
UI_Game890_TimesBet,TimesBet,,,,,,,,,VezesAposto,VecesHEet
UI_Game890_MyBets,MyBets,,,,,,,,,MinhasApostas,Mis apuestas
UI_Game890_Time,Time,,,,,,,,,Hora,Tiempo tiempo
UI_Game890_Bets,Bets,,,,,,,,,Apostas,Apuestas
UI_Game890_Shoes,Shoes,,,,,,,,,Sapatos,Zapatos
UI_Game890_Odds,Odds,,,,,,,,,Provações,Impares
UI_Game890_Profit,Profit,,,,,,,,,Lucro,Lucro
UI_Game890_ShoesTime,{num}Times,,,,,,,,,{num}Horários,{num}Veces
UI_Game890_ClickToContinue,Click to continue,,,,,,,,,Clique para continuar,Click para continuar
UI_Game890_PleaseBetFirst,Please bet first,,,,,,,,,Por favor aposte primeiro,Por favor apuesta primero
UI_Game890_SelectDirection,Please select the direction to shoot,,,,,,,,,Selecione a direção para atirar,Seleccione la dirección para disparar
UI_Game890_Insufficient,Your balance is insufficient,,,,,,,,,Seu saldo é insuficiente,Tu saldo es insuficiente
UI_Game890_Jackpot,Jackpot,,,,,,,,,Jackpot,Premio gordo
UI_Game890_Help_1,Click to select the bet amount.,,,,,,,,,Clique para selecionar a quantidade de apostas.,Haga clic para seleccionar el monto de la apuesta.
UI_Game890_Help_2,Choose shoes and bet multiple times more money.,,,,,,,,,Escolha sapatos e aposta várias vezes mais dinheiro.,Elige zapatos y apuesta varias veces más dinero.
UI_Game890_Help_3,"Each direction has different odds and different goal probability. Choose one direction to shoot.If you fail to shoot, you will automatically bet.",,,,,,,,,"Cada direção tem diferentes probabilidades e diferentes probabilidades de objetivo. Escolha uma direção para disparar.Se você não disparar, você apostará automaticamente.","Cada dirección tiene cuotas diferentes y probabilidad de gol diferente. Elige una dirección para disparar. Si fallas, apostarás automáticamente."
UI_Game890_Help_4,"Click the Cash out button to withdraw cash. If the reward amount exceeds a certain amount, it will be automatically withdrawn for you.",,,,,,,,,"Clique no botão Cash out para retirar o dinheiro. Se a quantidade de recompensa exceder uma certa quantidade, será automaticamente retirada para você.","Haga clic en el botón Retiro para retirar efectivo. Si el monto de la recompensa supera cierta cantidad, se retirará automáticamente."
UI_Game890_Help_5,"When a player fails to shoot, part of the failed amount will be deposited in the JACKPOT bonus pool.There is a chance to get JACKPOT bonus for each successful shot.",,,,,,,,,"Quando um jogador não conseguir filmar, parte da quantidade fracassada será depositada na piscina de bónus JACKPOT. Há uma chance de obter bónus JACKPOT para cada jogo bem sucedido.","When a player fails to shoot, part of the failed amount will be deposited in the JACKPOT bonus pool.There is a chance to get JACKPOT bonus for each successful shot."
UI_GoogleReaptCha_Hint,Click the button to pass the man-machine verification,,,,,,,,,Clique no botão para passar na verificação homem-máquina,Haga clic en el botón para pasar la verificación hombre-máquina
UI_Game920_Medium,Medium,,,,,,,,,Médio,Médium
UI_Game920_PickFromBoxNum,Pick from 1 to 10 slots to see the odds!,,,,,,,,,Escolha de 1 a 10 slots para ver as probabilidades!,¡Elige de 1 a 10 espacios para ver las probabilidades!
UI_Game920_Risk,Risk,,,,,,,,,Risco,Riesgo
UI_Game920_Help1,Pick from 1 to 10 slots and betting.,,,,,,,,,Escolha de 1 a 10 slots e apostas.,Escoge de 1 a 10 tragamonedas y apuestas.
UI_Game920_Help2,"According to the number of winnings in the selected slot, you can get the corresponding odds.",,,,,,,,,"De acordo com o número de ganhos no slot selecionado, você pode obter as probabilidades correspondentes.","De acuerdo con la cantidad de ganancias en la ranura seleccionada, puede obtener las probabilidades correspondientes."
UI_UILimit_IP,Your IP,,,,,,,,,Seu ip,Your IP
UI_UILimit_YourCountry,Your country,,,,,,,,,Seu país,Your country
UI_Game970_CHANCE2,CHANCE×2,,,,,,,,,CHANCE×2,Oportunidad ×2
UI_Game970_CHANCEAc,CHANCE×2\nACTIVE,,,,,,,,,CHANCE×2\inATIVO,OPORTUNIDAD×2\en ACTIVO
UI_Game970_BUYBONUS,BUY BONUS,,,,,,,,,COMPRAR BÔNUS,BONO DE COMPRA
UI_Game970_BONUSACTIVE,BONUS ACTIVE,,,,,,,,,BÔNUS ATIVO,BONO ACTIVO
UI_Game970_Totalbet,Total bet：,,,,,,,,,Aposta total：,Apuesta total:
UI_Game970_Totalwin,Total win：,,,,,,,,,Ganho total:,Victoria total：
UI_Game970_Win,Win：,,,,,,,,,Ganhar:,Ganar:
UI_Game970_FreeSpins,Free spins： ,,,,,,,,,Rodadas grátis：,Tiradas gratis:
UI_Game970_Rounds,Numbers of rounds,,,,,,,,,Números de rodadas,Números de rondas
UI_Game970_CONFIRM,CONFIRM,,,,,,,,,CONFIRME,CONFIRMAR
UI_Game970_FREESPINS,FREE SPINS,,,,,,,,,RODADAS GRATUITAS,TIRADAS GRATIS
UI_Game970_CONGATS,CONGATS!,,,,,,,,,CONGUE!,¡CONGATS!
UI_Game970_YOUWON,YOU'UE WON,,,,,,,,,VOCê GANHOU,HAS GANADO
UI_Game970_TOTALWIN,TOTAL WIN,,,,,,,,,GANHO TOTAL,PREMIO TOTAL
UI_Game970_continue,Click to continue,,,,,,,,,Clique para continuar,Click para continuar
UI_Game970_BUY,BUY,,,,,,,,,COMPRAR,COMPRA
UI_Game970_BUYFREESPINS,BUY FREE\nSPINS,,,,,,,,,COMPRAR RODADAS\nGRáTIS,COMPRAR GIROS\nGRATIS
UI_Game970_BIGWIN,BIG WIN,,,,,,,,,GRANDE VITÓRIA,GRAN VICTORIA
UI_Game970_Bet,BET,,,,,,,,,MAS,PERO
UI_Game970_SUPERWIN,MEAG WIN,,,,,,,,,MAGG GANHA,GANAR MAGG
UI_Game970_SUPERMEAGWIN,SUPER MEAG WIN,,,,,,,,,SUPER MEGA VITÓRIA,SÚPER MEGA GANANCIA
UI_Game970_MULTIPLIER,MULTIPLIER,,,,,,,,,MULTIPLICADOR,MULTIPLICADOR
UI_Game970_rule,Rule,,,,,,,,,Regra,Norma
UI_Game970_FreeSpinsFeature,Free Spins Feature,,,,,,,,,Recurso de Giros Grátis,Función de giros gratis
UI_Game970_help1,"4 Scatter symbols appearing anywhere will trigger  the Free Spins Feature with 10 free spins,5 Scatters-20  Free Spins, 6 Scatters-30 Free Spins.\nIf 3 or more Scatters drop during the Bonus Round  player gets 5 additional free spins.",,,,,,,,,"4 símbolos Scatter aparecendo em qualquer lugar ativarão o recurso Free Spins com 10 free spins, 5 Scatters-20 Free Spins, 6 Scatters-30 Free Spins.\nSe 3 ou mais Scatters caírem durante a Rodada de Bônus, o jogador ganha 5 rodadas grátis adicionais.","Si aparecen 4 símbolos Scatter en cualquier lugar, se activará la función de giros gratis con 10 giros gratis, 5 Scatter-20  Giros gratis, 6 Scatter-30 Giros gratis.\nSi aparecen 3 o más Scatter durante la ronda de bonificación, el jugador obtiene 5 giros gratis adicionales."
UI_Game970_Multiplier,Multiplier,,,,,,,,,Multiplier,Multiplicador
UI_Game970_help2,"Multiplier symbol is present on  the reels only during the Free  Spins Round. Whenever the  symbol hits it takes a random  multiplier value from 2x to  100x.\nWhen the tumbling sequence ends, the value of all multiplier symbols on the screen are  added together and the total win of the sequence is multiplied by the final value.",,,,,,,,,"O símbolo do multiplicador está presente nas bobinas apenas durante a Rodada de Rodadas Grátis. Sempre que o símbolo atinge, ele recebe um valor multiplicador aleatório de 2x a 100x.\nQuando a sequência cambaleante termina, o valor de todos os símbolos multiplicadores na tela são somados e o ganho total da sequência é multiplicado pelo valor final.","El símbolo multiplicador está presente en los carretes solo durante la ronda de giros gratis. Cada vez que el símbolo aparece, toma un valor multiplicador aleatorio de 2x a 100x.\nCuando finaliza la secuencia de volteretas, el valor de todos los símbolos multiplicadores en la pantalla se suma y la ganancia total de la secuencia se multiplica por el valor final."
UI_Game970_Chance_feature,Chance 2x feature,,,,,,,,,Possibilidade 2x recurso,Función Chance 2x
UI_Game970_BuyBonus,Buy Bonus,,,,,,,,,Buy Bonus,Buy Bonus
UI_Game970_help3,There is a possibility to buy the Chance x2 feature in the game. It increases  the bet and gives the player more chances to play bonus games. The Chance x2 feature is  disabled if the Buy Bonus feature is active.,,,,,,,,,Existe a possibilidade de comprar o recurso Chance x2 no jogo. Aumenta a aposta e dá ao jogador mais chances de jogar jogos de bônus. O recurso Chance x2 é desativado se o recurso Comprar bônus estiver ativo.,Existe la posibilidad de comprar la función Chance x2 en el juego. Aumenta la apuesta y le da al jugador más oportunidades de jugar juegos de bonificación. La función Chance x2 está deshabilitada si la función Buy Bonus está activa.
UI_Game970_help4,"A player can buy a bonus at the price pictured above the button. If the player  increases the bet, the buy bonus price will be automatically increased. Spins start after buying  the bonus. The next spin triggers a bonus game.",,,,,,,,,"Um jogador pode comprar um bônus pelo preço mostrado acima do botão. Se o jogador aumentar a aposta, o preço do bônus de compra será aumentado automaticamente. Os giros começam após a compra do bônus. A próxima rodada aciona um jogo de bônus.","Un jugador puede comprar un bono al precio que se muestra arriba del botón. Si el jugador aumenta la apuesta, el precio del bono de compra aumentará automáticamente. Los giros comienzan después de comprar el bono. El siguiente giro desencadena un juego de bonificación."
UI_UIPromoteMain_1,Your referral QR code,,,,,,,,,Seu código QR de indicação,Su código QR de referencia
UI_UIPromoteMain_2,"Save the QR code	QR",,,,,,,,,Salve o código QR,Guarda el código QR
UI_Honghei_Tip,Trail or Set×10  Pure Sequence×5  Color×3  Sequence×2  (9~A) Pair×1,,,,,,,,,Any Triple×10 Straight Flush ×5 Flush×3 Straight×2 Pair(9~A)×1,Pista o conjunto × 10 Secuencia pura × 5 Color × 3 Cuerdas × 2 (9 ~ A) Par × 1
UI_Card_Model_Baozi,Trail or Set,,,,,,,,,Qualquer Triple,Seguimiento o configuración
UI_Card_Model_Shunjin,Pure Sequence,,,,,,,,,Flush Direito,Cuerda pura
UI_Card_Model_Shunzi,Sequence,,,,,,,,,Direito,Secuencia
UI_Code_AwardHint,——  Has been distributed to your wallet  ——,,,,,,,,,— Foi distribuído para sua carteira —,—— Se ha distribuido en tu billetera ——
UI_Code_BiliGrade,Grade,,,,,,,,,Grau,Para evaluar
UI_Card_Model_Jinhua,Color,,,,,,,,,Flush,Color
UI_Card_Model_Duizi,Pair,,,,,,,,,Pair,Par
UI_Card_Model_Danz,High Card,,,,,,,,,Carta Alta,Tarjeta alta
UI_Cash_StarColor_PayMayaPhilippines,<b><color=#59677C>PayMaya Philippines ACC</color><color=#ff0000>*</color></b>,,,,,,,,,<b><color=#59677C>PayMaya Philippines ACC</color><color=#ff0000>*</color></b>,<b><color=#59677C>PayMaya Philippines ACC</color><color=#ff0000>*</color></b>
UI_Banner_DAY,DAY,,,,,,,,,DAY,DAY
UI_Banner_Hour,Hour,,,,,,,,,Hora,Hour
UI_Game60_NearlyRounds,Nearly 20 rounds,,,,,,,,,Nearly 20 rounds,Nearly 20 rounds
UI_Game60_Betting,Betting:,,,,,,,,,Apostando:,Apostando:
UI_Game60_Win,Win:,,,,,,,,,Vencer:,Ganar:
UI_Game1050_Paytable,Paytable,,,,,,,,,Tabela de pagamentos,Tabla de pagos
UI_Game1050_SymbolPayout,Symbol Payout Values,,,,,,,,,Valores de pagamento dos símbolos,Valor de pagos de símbolos
UI_Game1050_Wildsymbol,● Wild symbol substitutes for all symbols.,,,,,,,,,● Wild symbol substitui todos os símbolos.,● El símbolo comodín sustituye a todos los símbolos.
UI_Game1050_FortunePanda,Fortune Panda Feature,,,,,,,,,Característica Fortune Panda,Fortune Panda Feature
